Date,Open,High,Low,Close,Volume
07/02/2018,"3,488","3,488","3,263","3,263","55,579,800"
06/29/2018,"3,375","3,425","3,300","3,425","82,868,000"
06/28/2018,"3,363","3,363","3,213","3,250","109,565,000"
06/27/2018,"3,325","3,350","3,300","3,300","51,148,602"
06/26/2018,"3,288","3,375","3,288","3,313","55,935,602"
06/25/2018,"3,375","3,388","3,288","3,350","59,331,602"
06/22/2018,"3,350","3,363","3,300","3,350","90,954,000"
06/21/2018,"3,350","3,388","3,288","3,350","109,648,602"
06/20/2018,"3,425","3,425","3,250","3,350","170,142,406"
06/08/2018,"3,700","3,700","3,475","3,475","134,418,796"
06/07/2018,"3,688","3,700","3,663","3,688","49,787,602"
06/06/2018,"3,650","3,688","3,650","3,663","72,158,602"
06/05/2018,"3,725","3,725","3,638","3,675","73,520,204"
06/04/2018,"3,550","3,713","3,550","3,688","80,221,000"
05/31/2018,"3,700","3,700","3,513","3,525","211,020,796"
05/30/2018,"3,613","3,813","3,575","3,625","170,628,796"
05/28/2018,"3,575","3,713","3,550","3,688","129,253,398"
05/25/2018,"3,525","3,538","3,475","3,500","87,283,000"
05/24/2018,"3,500","3,538","3,425","3,500","105,512,204"
05/23/2018,"3,300","3,438","3,300","3,388","98,477,796"
05/22/2018,"3,375","3,388","3,263","3,263","95,244,602"
05/21/2018,"3,363","3,388","3,300","3,338","93,035,204"
05/18/2018,"3,388","3,450","3,325","3,400","73,179,602"
05/17/2018,"3,475","3,500","3,350","3,350","108,035,796"
05/16/2018,"3,350","3,438","3,300","3,425","171,743,016"
05/15/2018,"3,500","3,600","3,400","3,425","117,942,000"
05/14/2018,"3,650","3,650","3,475","3,600","73,256,602"
05/11/2018,"3,625","3,738","3,575","3,600","103,564,000"
05/09/2018,"3,363","3,588","3,363","3,588","111,977,602"
05/08/2018,"3,400","3,413","3,338","3,400","106,457,398"
05/07/2018,"3,300","3,438","3,300","3,400","66,820,796"
05/04/2018,"3,425","3,450","3,300","3,313","54,995,602"
05/03/2018,"3,575","3,588","3,425","3,425","104,380,398"
05/02/2018,"3,563","3,613","3,488","3,600","53,590,000"
04/30/2018,"3,500","3,575","3,438","3,563","94,666,398"
04/27/2018,"3,450","3,525","3,425","3,463","186,869,796"
04/26/2018,"3,513","3,563","3,250","3,388","361,987,000"
04/25/2018,"3,863","3,863","3,538","3,575","198,669,204"
04/24/2018,"4,000","4,000","3,863","3,863","49,193,398"
04/23/2018,"3,938","4,000","3,925","4,000","62,793,000"
04/20/2018,"4,038","4,038","3,975","4,000","51,017,602"
04/19/2018,"4,025","4,038","3,988","4,025","36,073,200"
04/18/2018,"3,975","4,025","3,950","4,025","28,595,200"
04/17/2018,"4,063","4,063","3,900","3,950","79,944,602"
04/16/2018,"4,000","4,038","3,963","4,038","31,195,200"
04/13/2018,"4,050","4,050","3,963","4,013","33,896,200"
04/12/2018,"4,000","4,013","3,925","4,013","56,053,602"
04/11/2018,"3,975","4,038","3,963","4,025","58,578,398"
04/10/2018,"3,775","3,938","3,775","3,938","87,487,000"
04/09/2018,"3,825","3,825","3,750","3,788","32,505,800"
04/06/2018,"3,775","3,813","3,750","3,775","45,831,200"
04/05/2018,"3,875","3,875","3,763","3,825","54,703,000"
04/04/2018,"3,913","3,913","3,775","3,800","38,287,200"
04/03/2018,"3,863","3,900","3,838","3,900","47,967,200"
04/02/2018,"3,788","3,913","3,788","3,913","31,435,200"
03/29/2018,"3,825","3,838","3,763","3,838","78,477,602"
03/28/2018,"3,975","3,988","3,863","3,900","76,203,204"
03/27/2018,"4,063","4,075","3,975","4,000","55,450,200"
03/26/2018,"3,925","4,038","3,925","4,038","42,673,398"
03/23/2018,"3,900","4,025","3,850","4,025","90,662,602"
03/22/2018,"4,125","4,125","3,975","4,000","183,372,000"
03/21/2018,"4,100","4,113","4,050","4,100","113,297,398"
03/20/2018,"3,975","4,075","3,925","4,050","77,864,796"
03/19/2018,"4,013","4,063","3,963","4,038","94,539,602"
03/16/2018,"3,950","3,975","3,850","3,963","155,572,000"
03/15/2018,"4,088","4,088","4,000","4,000","66,507,000"
03/14/2018,"4,113","4,113","3,988","4,100","41,997,000"
03/13/2018,"4,113","4,138","4,025","4,088","79,622,602"
03/12/2018,"4,100","4,163","4,075","4,163","78,310,602"
03/09/2018,"4,025","4,088","4,000","4,050","46,391,000"
03/08/2018,"4,000","4,088","4,000","4,050","86,635,602"
03/07/2018,"4,013","4,063","3,850","3,963","116,997,602"
03/06/2018,"4,138","4,150","4,000","4,025","77,337,000"
03/05/2018,"4,188","4,213","4,100","4,113","44,376,602"
03/02/2018,"4,163","4,238","4,113","4,238","49,761,398"
03/01/2018,"4,200","4,225","4,163","4,188","50,682,200"
02/28/2018,"4,238","4,238","4,150","4,150","81,356,602"
02/27/2018,"4,213","4,263","4,163","4,213","92,994,398"
02/26/2018,"4,300","4,300","4,150","4,150","66,541,398"
02/23/2018,"4,288","4,350","4,250","4,275","62,711,800"
02/22/2018,"4,438","4,438","4,288","4,313","39,301,398"
02/21/2018,"4,450","4,463","4,375","4,400","83,845,602"
02/20/2018,"4,263","4,525","4,213","4,525","79,298,398"
02/19/2018,"4,175","4,238","4,138","4,238","49,342,200"
02/15/2018,"4,188","4,188","4,075","4,150","65,557,000"
02/14/2018,"4,150","4,163","4,113","4,150","26,730,800"
02/13/2018,"4,100","4,150","4,100","4,138","75,870,602"
02/12/2018,"4,113","4,125","4,038","4,100","72,517,000"
02/09/2018,"4,038","4,113","4,025","4,113","211,953,594"
02/08/2018,"4,100","4,125","4,025","4,088","79,067,204"
02/07/2018,"4,050","4,075","4,038","4,063","57,427,398"
02/06/2018,"4,000","4,050","3,963","4,013","92,415,602"
02/05/2018,"4,025","4,075","3,988","4,063","63,620,602"
02/02/2018,"4,100","4,113","4,063","4,063","60,042,800"
02/01/2018,"4,100","4,125","4,063","4,100","72,274,398"
01/31/2018,"3,988","4,088","3,975","4,075","79,788,398"
01/30/2018,"4,038","4,050","3,988","4,025","102,154,204"
01/29/2018,"4,113","4,125","3,950","4,088","101,413,602"
01/26/2018,"4,100","4,125","4,063","4,100","69,599,796"
01/25/2018,"4,125","4,138","4,038","4,075","65,155,800"
01/24/2018,"4,100","4,125","4,075","4,125","84,633,204"
01/23/2018,"4,088","4,088","4,038","4,088","111,192,602"
01/22/2018,"4,075","4,075","4,025","4,038","91,243,796"
01/19/2018,"4,088","4,088","4,025","4,038","50,158,602"
01/18/2018,"4,075","4,088","4,025","4,063","53,685,800"
01/17/2018,"4,113","4,113","4,013","4,050","56,945,398"
01/16/2018,"4,075","4,150","4,075","4,113","46,720,000"
01/15/2018,"4,075","4,100","4,025","4,100","38,412,200"
01/12/2018,"4,038","4,125","4,000","4,050","84,306,398"
01/11/2018,"3,963","4,038","3,963","4,038","89,346,204"
01/10/2018,"3,963","3,963","3,900","3,950","68,746,398"
01/09/2018,"3,988","4,000","3,888","3,950","67,352,000"
01/08/2018,"3,938","3,975","3,913","3,963","73,784,000"
01/05/2018,"3,863","3,925","3,863","3,913","75,378,602"
01/04/2018,"3,875","3,913","3,863","3,913","90,123,000"
01/03/2018,"3,925","3,925","3,825","3,850","84,278,000"
01/02/2018,"3,988","4,025","3,913","3,925","59,351,602"
